number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text 
932,"October 11, 2015",SC,M/B,M,B,Bernard Brandon Powers,"""http://www.killedbypolice.net/victims/150916.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1124708160890653""","""http://www.foxcarolina.com/story/30233947/1-dead-after-greenville-co-deputies-involved-in-shooting"""
931,"October 10, 2015",CA,M/W,M,W,William Daniel Combs,"""http://www.killedbypolice.net/victims/150915.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/1124839904210812""","""http://www.highlandnews.net/news/public_safety/article_14eaa578-7031-11e5-9640-23ccef3deff1.html"""
930,"October 10, 2015",IL,M  ,M,unknown,Anthony L. Aguilar Sr.,"""http://www.killedbypolice.net/victims/150914.jpg""",35,G,"""http://facebook.com/KilledByPolice/posts/1124509327577203""","""http://www.dailyherald.com/article/20151010/news/151019887/"""
929,"October 10, 2015",MA,M/W,M,W,Christopher Whitmarsh,"""http://www.killedbypolice.net/victims/150913.jpg""",49,G,"""http://facebook.com/KilledByPolice/posts/1124508257577310""","""http://www.necn.com/news/new-england/Police-Investigate-Officer-Involved-Shooting-331887361.html"""
928,"October 10, 2015",CT,M/W,M,W,Richard P. Love,"""http://www.killedbypolice.net/victims/150912.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/1124268734267929""","""http://wtnh.com/2015/10/10/one-dead-in-police-involved-shooting-in-old-saybrook/"""
927,"October 10, 2015",MI,M/W,M,W,Travis Lee Quay,"""http://www.killedbypolice.net/victims/150911.jpg""",40,G,"""http://facebook.com/KilledByPolice/posts/1124267487601387""","""http://www.mlive.com/news/grand-rapids/index.ssf/2015/10/deputy_shot_with_cross-bow_as.html"""
926,"October 9, 2015",CA,F  ,F,unknown,Margaret Wagner,,53,G,"""http://facebook.com/KilledByPolice/posts/1125378240823645""","""http://www.pe.com/articles/shooting-782957-information-officer.html"""
925,"October 9, 2015",MD,M/L,M,L,Gary Carmona Boitano,"""http://www.killedbypolice.net/victims/150910.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/1123996357628500""","""http://www.wbaltv.com/news/howard-county-police-fatally-shoot-knifewielding-suspect/35747412"""
924,"October 7, 2015",FL,M/L,M,L,Amado Lago,,46,G,"""http://facebook.com/KilledByPolice/posts/1123251417702994""","""http://www.cbs12.com/news/top-stories/stories/vid_29951.shtml"""
923,"October 6, 2015",CA,M  ,M,unknown,Donald Thomas Miller II,,39,G,"""http://facebook.com/KilledByPolice/posts/1122795801081889""","""http://www.montereyherald.com/general-news/20151006/update-officer-involved-fatal-shooting-near-montereys-portola-plaza"""
922,"October 6, 2015",OH,M/O,M,O,Omar Ali,"""http://www.killedbypolice.net/victims/150908.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/1122633514431451""","""http://www.cleveland.com/akron/index.ssf/2015/10/akron_hookah_bar_owner_shot_du.html"""
921,"October 5, 2015",NJ,M/W,M,W,Rodney Jencsik,"""http://www.killedbypolice.net/victims/150907.jpg""",50,G,"""http://facebook.com/KilledByPolice/posts/1122600791101390""","""http://www.mycentraljersey.com/story/news/local/middlesex-county/2015/10/06/man-shot-dead-police-woodbridge-standoff/73442052/"""
920,"October 5, 2015",TX,M/W,M,W,James Robert Dunaway,"""http://www.killedbypolice.net/victims/150906.jpg""",51,G,"""https://facebook.com/KilledByPolice/posts/1122515931109876""","""http://www.wfaa.com/story/news/local/tarrant-county/2015/10/05/suspect-killed-in-hurst-officer-involved-shooting/73425460/"""
919,"October 4, 2015",AL,M/W,M,W,Eric David Edgell,"""http://www.killedbypolice.net/victims/150905.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/1122097311151738""","""http://whnt.com/2015/10/04/colbert-county-sheriff-law-enforcement-shoot-man-they-say-was-armed/"""
918,"October 4, 2015",IL,M/B,M,B,Jeffery McCallum,"""http://www.killedbypolice.net/victims/150904.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/1121784087849727""","""http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20151004-story.html"""
917,"October 4, 2015",CA,M/W,M,W,James Joseph Byrd,,45,G,"""http://facebook.com/KilledByPolice/posts/1121744964520306""","""http://www.dailynews.com/general-news/20151004/1-dead-in-van-nuys-officer-involved-shooting"""
916,"October 3, 2015",OH,M/B,M,B,Christopher LaShon Kimble Jr.,"""http://www.killedbypolice.net/victims/150902.jpg""",22,V,"""http://facebook.com/KilledByPolice/posts/1121603651201104""","""http://www.newsnet5.com/news/local-news/oh-cuyahoga/witnesspolice-cruiser-hit-kills-man"""
915,"October 2, 2015",AZ,M/L,M,L,David M. Diaz,"""http://www.killedbypolice.net/victims/150901.jpg""",28,G,"""https://facebook.com/KilledByPolice/posts/1121255601235909""","""http://www.bensonnews-sun.com/news/article_18b1f9de-69df-11e5-9bea-1734ca91034e.html"""
914,"October 2, 2015",CA,M/L,M,L,Christian Peña,"""http://www.killedbypolice.net/victims/150900.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/1121184397909696""","""http://www.pe.com/articles/officers-782334-domestic-involved.html"""
913,"October 2, 2015",TX,M/W,M,W,Matthew Ray Dobbins,"""http://www.killedbypolice.net/victims/150899.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/1121171811244288""","""http://amarillo.com/news/latest-news/2015-10-02/home-invasion-leads-officer-involved-shooting"""
912,"October 2, 2015",OR,F/W,F,W,Phyllis Ilene Jepsen,"""http://www.killedbypolice.net/victims/150898.jpg""",55,G,"""http://facebook.com/KilledByPolice/posts/1121169171244552""","""http://www.katu.com/news/local/Woman-shot-and-wounded-in-Aloha-330486791.html"""
911,"September 30, 2015",MN,M/W,M,W,Robert Sullivan Christen,"""http://www.killedbypolice.net/victims/150897.jpg""",37,G,"""http://facebook.com/KilledByPolice/posts/1120329377995198""","""http://kstp.com/article/stories/s3922601.shtml"""
910,"September 30, 2015",TX,M/W,M,W,Wesley Manning,"""http://www.killedbypolice.net/victims/150896.jpg""",40,G,"""http://facebook.com/KilledByPolice/posts/1119927714702031""","""http://www.kristv.com/story/30147782/texas-rangers-investigating-aransas-co-death"""
909,"September 29, 2015",SD,M/I,M,I,Patrick Stephen Lundstrom,"""http://www.killedbypolice.net/victims/150895.jpg""",46,G,"""http://facebook.com/KilledByPolice/posts/1119854914709311""","""http://www.kotatv.com/news/south-dakota-news/rapid-city-police-shot-and-killed-a-suspect-tuesday/35569724"""
908,"September 29, 2015",WV,M/B,M,B,Brandon Johnson,"""http://www.killedbypolice.net/victims/150892.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1119648598063276""","""http://www.wchstv.com/news/features/eyewitness-news/stories/Section-Of-WV-Turnpike-In-Beckley-Shut-Down-After-Officer-Involved-Shooting-211931.shtml#.VgsUM5eYEu9"""
907,"September 28, 2015",CA,M/L,M,L,Walter Roches,"""http://www.killedbypolice.net/victims/150891.jpg""",33,CR,"""http://facebook.com/KilledByPolice/posts/1119912661370203""","""http://www.mercurynews.com/crime-courts/ci_28894656/san-jose-latest-inmate-jail-death-sparks-internal"""
906,"September 28, 2015",TX,M/L,M,L,Victor Oswaldo Coronado-Martinez,"""http://www.killedbypolice.net/victims/150890.jpg""",40,G,"""http://facebook.com/KilledByPolice/posts/1119192561442213""","""http://www.dentonrc.com/local-news/local-news-headlines/20150928-officer-involved-shooting-leaves-one-dead.ece"""
905,"September 28, 2015",CA,M/L,M,L,Alberto Hernandez,,59,G,"""http://facebook.com/KilledByPolice/posts/1119059381455531""","""http://www.10news.com/news/sdpd-officers-open-fire-on-armed-man-in-standoff"""
904,"September 28, 2015",FL,M/B,M,B,Junior Prosper,"""http://www.killedbypolice.net/victims/150888.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/1119030101458459""","""http://www.miamiherald.com/news/local/crime/article36802032.html"""
903,"September 27, 2015",GA,M/W,M,W,Christopher Shell,"""http://www.killedbypolice.net/victims/150887.jpg""",43,G,"""http://facebook.com/KilledByPolice/posts/1119010234793779""","""http://www.wrcbtv.com/story/30127734/suspect-dead-in-officer-involved-shooting-in-walker-county"""
902,"September 27, 2015",CA,F/L,F,L,Norma Angelica Guzman,"""http://www.killedbypolice.net/victims/150886.jpg""",37,G,"""http://facebook.com/KilledByPolice/posts/1118768254817977""","""http://abc7.com/news/woman-killed-in-officer-involved-shooting-in-south-los-angeles/1004823/"""
901,"September 26, 2015(900",GA,F/WF/W,F,WF,Isabella Chinchilla,"""http://www.killedbypolice.net/victims/150885.jpg""","16</a> <a href=""http://www.killedbypolice.net/victims/150884.jpg"">Kylie Lindsey",VV,"""http://facebook.com/KilledByPolice/posts/1118748198153316""","""http://www.ajc.com/news/news/local/2-teenage-girls-killed-in-carroll-county-crash/nnpdq/"""
899,"September 26, 2015",NM,M/L,M,L,Alejandro Lerma,"""http://www.killedbypolice.net/victims/150883.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1118525411508928""","""http://www.kob.com/article/stories/s3918276.shtml#.VggiUJeYEu9"""
898,"September 26, 2015",LA,M/B,M,B,Anthony McKinney,"""http://www.killedbypolice.net/victims/150882.jpg""",46,G,"""http://facebook.com/KilledByPolice/posts/1118523004842502""","""http://theadvocate.com/news/acadiana/13551773-123/east-baton-rouge-deputies-investigating"""
897,"September 26, 2015",AZ,M/W,M,W,Jeffrey Blood,"""http://www.killedbypolice.net/victims/150881.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1118254208202715""","""http://www.abc15.com/news/region-northern-az/other/yavapai-county-sheriffs-office-investigating-officer-involved-shooting-in-wilhoit-arizona"""
896,"September 26, 2015",IL,M/B,M,B,James Anderson,,33,G,"""http://facebook.com/KilledByPolice/posts/1118135444881258""","""http://wgntv.com/2015/09/26/man-killed-in-officer-involved-shooting-on-west-side/"""
895,"September 25, 2015",CA,M/L,M,L,Freddy Centeno,"""http://www.killedbypolice.net/victims/2772.jpg""",40,G,"""http://www.facebook.com/KilledByPolice/posts/1120376241323845""","""http://www.fresnobee.com/news/local/crime/article37140321.html"""
894,"September 25, 2015",OH,M/W,M,W,William Lemmon,"""http://www.killedbypolice.net/victims/150879.jpg""",21,G,"""http://facebook.com/KilledByPolice/posts/1117796834915119""","""http://www.cleveland.com/akron/index.ssf/2015/09/man_killed_in_officer-involved.html"""
893,"September 24, 2015",CO,M/W,M,W,Patrick O'Grady,"""http://www.killedbypolice.net/victims/150877.jpg""",17,G,"""http://facebook.com/KilledByPolice/posts/1117616118266524""","""http://gazette.com/man-killed-by-fountain-police-officer-in-home-shooting/article/1559970"""
892,"September 24, 2015",MN,M/I,M,I,Philip Quinn,"""http://www.killedbypolice.net/victims/150876.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1117614291600040""","""http://minnesota.cbslocal.com/2015/09/24/family-st-paul-man-dead-after-being-shot-by-police/"""
891,"September 24, 2015",FL,M/B,M,B,Ernesto Medina López,"""http://www.killedbypolice.net/victims/150875.jpg""",42,G,"""http://facebook.com/KilledByPolice/posts/1117160851645384""","""http://www.miamiherald.com/news/local/crime/article36359595.html"""
890,"September 23, 2015",TX,M/W,M,W,Joseph Khammash,"""http://www.killedbypolice.net/victims/150874.jpg""",35,G,"""http://facebook.com/KilledByPolice/posts/1117159658312170""","""http://www.wfaa.com/story/news/local/collin-county/2015/09/23/mckinney-shooting/72716642/"""
889,"September 23, 2015",VA,M/W,M,W,Kenneth Ray Pinter Jr.,,45,G,"""http://facebook.com/KilledByPolice/posts/1117151311646338""","""http://wsls.com/2015/09/24/grayson-county-deputy-involved-deadly-shooting/"""
888,"September 23, 2015",MD,M/B,M,B,Keith Harrison McLeod,"""http://www.killedbypolice.net/victims/150873.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/1116962771665192""","""http://www.abc2news.com/news/crime-checker/baltimore-county-crime/man-dead-in-reisterstown-after-officer-involved-shooting"""
887,"September 23, 2015",DE,M/B,M,B,Jeremy McDole,"""http://www.killedbypolice.net/victims/150872.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1116897901671679""","""http://www.delawareonline.com/story/news/crime/2015/09/23/person-reported-shot-tulip-south-scott-streets-wilmington/72691344/"""
886,"September 23, 2015",UT,M  ,M,unknown,Robert Richard Berger,"""http://www.killedbypolice.net/victims/150871.jpg""",48,G,"""http://facebook.com/KilledByPolice/posts/1116779841683485""","""http://www.sltrib.com/home/2982322-155/cops-fatally-shoot-man-who-allegedly"""
885,"September 22, 2015",TX,M/B,M,B,Adrian Campbell,"""http://www.killedbypolice.net/victims/3091.jpg""",24,R,"""http://facebook.com/KilledByPolice/posts/1227644263930375""","""http://www.everythinglubbock.com/news/local-news/homicide-ruling-after-police-arrest-man-in-september-who-later-died"""
884,"September 22, 2015",NV,M  ,M,unknown,Donaven Kyle Anderson,,26,G,"""http://facebook.com/KilledByPolice/posts/1116677121693757""","""http://www.reviewjournal.com/news/las-vegas/man-killed-2-officers-shot-north-las-vegas-neighborhood"""
883,"September 22, 2015",CA,M/W,M,W,Tim Kyle Torngren,"""http://www.killedbypolice.net/victims/150869.jpg""",55,G,"""http://facebook.com/KilledByPolice/posts/1116669561694513""","""http://www.redding.com/news/local-news/happy-valley-road-closing-in-search-for-armed-suspect"""
882,"September 22, 2015",FL,M/W,M,W,Joel Dixon Smith,"""http://www.killedbypolice.net/victims/150868.jpg""",33,G,"""http://facebook.com/KilledByPolice/posts/1116439915050811""","""http://www.orlandosentinel.com/news/breaking-news/os-ap-deputy-shot-florida-panhandle-okaloosa-20150922-story.html"""
881,"September 22, 2015",CA,M/B,M,B,Dante Osborne,"""http://www.killedbypolice.net/victims/150867.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1116159641745505""","""http://www.mercurynews.com/crime-courts/ci_28857094/alameda-county-deputies-investigate-fatal-officer-involved-shooting"""
880,"September 22, 2015",FL,M/L,M,L,Dominic Fuller,"""http://www.killedbypolice.net/victims/150866.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/1116158371745632""","""http://www.orlandosentinel.com/news/breaking-news/os-polk-deputy-involved-shooting-death-20150922-story.html"""
879,"September 22, 2015",FL,M/W,M,W,Timothy Wagner,"""http://www.killedbypolice.net/victims/150865.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/1116077488420387""","""http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2015/9/22/volusia_deputy_invol.html"""
878,"September 21, 2015",TX,M/W,M,W,Garrett Steven McKinney,"""http://www.killedbypolice.net/victims/150864.jpg""",21,G,"""http://facebook.com/KilledByPolice/posts/1116087258419410""","""http://theparisnews.com/free/article_8eedff32-60d2-11e5-a1de-a79212c1c234.html"""
877,"September 21, 2015(876",CA,F/WM/W,F,WM,Tina Money,"""http://www.killedbypolice.net/victims/150863.jpg""","23</a><a href=""http://www.killedbypolice.net/victims/150862.jpg"">William Spaits",GG,"""http://facebook.com/KilledByPolice/posts/1115934185101384""","""http://www.nbcbayarea.com/news/local/2-Suspects-Killed-in-Officer-Involved-Shooting-Outside-Sand-City-Target-Store-328582151.html"""
875,"September 21, 2015",TX,M/L,M,L,Gerardo Ramirez,"""http://www.killedbypolice.net/victims/150861.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/1115582691803200""","""http://crimeblog.dallasnews.com/2015/09/police-investigating-officer-involved-shooting-in-north-dallas.html/"""
874,"September 20, 2015",MI,F  ,F,unknown,Kimberly Bedford,,48,V,"""http://facebook.com/KilledByPolice/posts/1115768111784658""","""http://www.wndu.com/home/headlines/Pedestrian-hit-killed-by-Benton-Charter-Township-police-officer-328494511.html"""
873,"September 20, 2015",VA,M/W,M,W,Michael Thomas Pierce,"""http://www.killedbypolice.net/victims/150858.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/1115236278504508""","""http://www.dnronline.com/article/hpd_officer_shooting"""
872,"September 20, 2015",IN,M/W,M,W,Jerrald Wright,"""http://www.killedbypolice.net/victims/150857.jpg""",56,G,"""http://facebook.com/KilledByPolice/posts/1115153211846148""","""http://www.indystar.com/story/news/crime/2015/09/20/suspect-killed-shelbyville-swat-standoff/72517650/"""
871,"September 19, 2015",WA,M/I,M,I,Cecil D. Lacy,"""http://www.killedbypolice.net/victims/150856.jpg""",Jr.,TR,"""http://facebook.com/KilledByPolice/posts/1114836101877859""","""http://www.komonews.com/news/local/Officials-Man-dies-during-altercation-with-police-in-Tulalip-328375921.html"""
870,"September 19, 2015",LA,M/W,M,W,Lucien Rolland,"""http://www.killedbypolice.net/victims/150855.jpg""",46,G,"""http://facebook.com/KilledByPolice/posts/1114591605235642""","""http://www.nola.com/crime/index.ssf/2015/09/interstate_10_gun_fight_with_p.html"""
869,"September 18, 2015",AL,M/W,M,W,Scott Beech,"""http://www.killedbypolice.net/victims/150854.jpg""",57,G,"""http://facebook.com/KilledByPolice/posts/1114559861905483""","""http://www.wtvm.com/story/30067520/washington-county-sheriffs-office-investigates-officer-involved-shooting"""
868,"September 18, 2015",CA,M/W,M,W,Nicholas Alan Johnson,"""http://www.killedbypolice.net/victims/150853.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1114240265270776""","""http://www.pe.com/articles/activity-780802-police-freeway.html"""
867,"September 18, 2015",TN,M/W,M,W,Gregory Herrell,"""http://www.killedbypolice.net/victims/150852.jpg""",47,G,"""http://facebook.com/KilledByPolice/posts/1114196588608477""","""http://www.wsmv.com/story/30064355/dickson-county-deputy-shoots-man-after-gun-pulled"""
866,"September 18, 2015",KY,M/W,M,W,Lawrence R. Price,"""http://www.killedbypolice.net/victims/150851.jpg""",61,G,"""http://facebook.com/KilledByPolice/posts/1113997665295036""","""http://www.wkyt.com/home/headlines/KSP-investigating-deadly-officer-involved-shooting-in-Rockcastle-County-328144451.html"""
865,"September 17, 2015",CA,M/L,M,L,Carlos Wilhelm,,39,G,"""http://facebook.com/KilledByPolice/posts/1113580222003447""","""http://www.dailynews.com/general-news/20150917/armed-man-kills-woman-in-los-feliz-is-shot-and-killed-by-lapd"""
864,"September 17, 2015",MI,M/W,M,W,Mark R. Gary,"""http://www.killedbypolice.net/victims/150848.jpg""",50,G,"""http://facebook.com/KilledByPolice/posts/1113557148672421""","""http://upnorthlive.com/news/local/police-on-scene-of-shooting-in-gladwin-county"""
863,"September 16, 2015",SD,M/I,M,I,Phillip M. High Bear Sr.,"""http://www.killedbypolice.net/victims/2890.jpg""",33,CR,"""http://facebook.com/KilledByPolice/posts/1138789966149139""","""http://www.nsweekly.com/news/2015-09-23/More_News/Eagle_Butte_man_dies_after_CRST_police_officers_be.html"""
862,"September 16, 2015",CA,M/L,M,L,Anthony Flores Camacho,"""http://www.killedbypolice.net/victims/150847.jpg""",19,V,"""http://facebook.com/KilledByPolice/posts/1113549945339808""","""http://www.pe.com/articles/camacho-780442-anda-police.html"""
861,"September 16, 2015",LA,M/B,M,B,Bobby R. Anderson,"""http://www.killedbypolice.net/victims/150845.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/1113251518702984""","""http://www.thetowntalk.com/story/news/2015/09/16/1-dead-after-officer-involved-shooting-in-alexandria/32523079/"""
860,"September 16, 2015",AK,M/I,M,I,Tristan Vent,"""http://www.killedbypolice.net/victims/150844.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/1113181568709979""","""http://alaska-native-news.com/galena-man-shot-in-fairbanks-officer-involved-shooting-dies-at-anmc-19174"""
859,"September 16, 2015",FL,M/L,M,L,Jorge Suarez-Ruiz,,51,G,"""http://facebook.com/KilledByPolice/posts/1113053335389469""","""http://www.local10.com/news/man-killed-in-policeinvolved-shooting-in-sw-miamidade/35298042"""
858,"September 15, 2015",CA,M/L,M,L,Florencio Chaidez,"""http://www.killedbypolice.net/victims/150842.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1112816482079821""","""http://abc7.com/news/suspect-killed-in-panorama-city-officer-involved-shooting/986303/"""
857,"September 15, 2015",LA,M/B,M,B,Tyrone Bass,"""http://www.killedbypolice.net/victims/150840.jpg""",21,G,"""http://facebook.com/KilledByPolice/posts/1112721112089358""","""http://www.nola.com/crime/index.ssf/2015/09/deputy_stabbed_man_shot_chalme.html"""
856,"September 15, 2015",CA,M/W,M,W,David Todd Powell Jr.,"""http://www.killedbypolice.net/victims/150839.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1112532005441602""","""http://www.vvng.com/barstow-man-killed-in-officer-involved-shooting/"""
855,"September 14, 2015",CA,M/A,M,A,William Chau,,59,G,"""http://facebook.com/KilledByPolice/posts/1114084945286308""","""http://www.sgvtribune.com/general-news/20150914/el-monte-suspect-dies-accused-of-killing-wife-mother-in-law-in-stabbing-fire"""
854,"September 14, 2015",KS,M/B,M,B,Vincent E. Scott,"""http://www.killedbypolice.net/victims/150837.jpg""",49,R,"""http://facebook.com/KilledByPolice/posts/1112260208802115""","""http://ksn.com/2015/09/14/inmate-death-reported-at-hutchinson-correctional-facility/"""
853,"September 14, 2015",NC,M/B,M,B,Carl Devince King,"""http://www.killedbypolice.net/victims/150836.jpg""",52,R,"""http://facebook.com/KilledByPolice/posts/1112107922150677""","""http://wncn.com/2015/09/14/man-dies-while-in-custody-of-raleigh-police-investigation-underway/"""
852,"September 13, 2015",KY,M/B,M,B,Joseph Thomas Johnson-Shanks,"""http://www.killedbypolice.net/victims/150835.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1112066525488150""","""http://www.courier-journal.com/story/news/local/2015/09/14/ky-trooper-shot-western-kentucky-after-chase/72241764/"""
851,"September 13, 2015",TX,M/W,M,W,Jeffrey Eugene Brooks,"""http://www.killedbypolice.net/victims/150834.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/1111981458829990""","""http://www.tylerpaper.com/TP-Breaking+Silent/224089/jeffrey-brooks-fugitive-shot-and-killed-by-law-enforcement-officers-near-clute"""
850,"September 13, 2015",OK,M/B,M,B,Clifford Butler,"""http://www.killedbypolice.net/victims/150833.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/1111680492193420""","""http://www.tulsaworld.com/homepagelatest/mcalester-man-dead-after-police-return-fire-outside-of-grant/article_54e6568b-2712-5129-a37e-a35e117bb0e6.html"""
849,"September 13, 2015",IA,M/W,M,W,Martin Francis Hammen,,39,G,"""http://facebook.com/KilledByPolice/posts/1111558222205647""","""http://www.kwwl.com/story/30019391/2015/09/13/officer-involved-shooting-near-wellman-leaves-one-person-dead"""
848,"September 12, 2015",TN,M/W,M,W,Jack Allen Stevens,"""http://www.killedbypolice.net/victims/150832.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/1112271468800989""","""http://www.local8now.com/home/headlines/327144961.html"""
847,"September 12, 2015",AL,M/W,M,W,Derek Davis,"""http://www.killedbypolice.net/victims/150831.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1111125315582271""","""http://www.wtvm.com/story/30016838/suspect-dead-after-officer-involved-shooting-in-sylacauga"""
846,"September 11, 2015",CO,M/W,M,W,Phillip Pfleghardt,"""http://www.killedbypolice.net/victims/150841.jpg""",44,G,"""http://facebook.com/KilledByPolice/posts/1112762185418584""","""http://www.denverpost.com/news/ci_28818708/robbery-suspect-shot-friday-by-broomfield-pd-died"""
845,"September 11, 2015",OH,M/W,M,W,Jordn Miller,"""http://www.killedbypolice.net/victims/150830.jpg""",24,TR,"""http://facebook.com/KilledByPolice/posts/1112005918827544""","""http://www.ohio.com/news/break-news/springfield-township-man-dies-after-confrontation-with-police-involving-taser-1.624097"""
844,"September 11, 2015",PA,M  ,M,unknown,Robert T. Edwards,,31,G,"""http://facebook.com/KilledByPolice/posts/1110399632321506""","""http://philadelphia.cbslocal.com/2015/09/11/agents-shoot-kill-man-inside-his-delco-home/"""
843,"September 10, 2015",CA,M/L,M,L,Eddie Tapia,"""http://www.killedbypolice.net/victims/150828.jpg""",41,G,"""http://facebook.com/KilledByPolice/posts/1110198102341659""","""http://abc7.com/news/chase-suspect-killed-in-deputy-involved-shooting-inside-downey-restaurant/978532/"""
842,"September 10, 2015",CA,M/W,M,W,Austin Wilburly Reid,"""http://www.killedbypolice.net/victims/150827.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1110067199021416""","""http://sacramento.cbslocal.com/2015/09/10/school-in-lodi-on-lockdown-after-shooting/"""
841,"September 10, 2015",IN,M/B,M,B,Brandon Foy,"""http://www.killedbypolice.net/victims/150826.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/1110062472355222""","""http://www.indystar.com/story/news/crime/2015/09/10/officer-suspect-reportedly-shot-northwestside/72016282/"""
840,"September 10, 2015",CA,M  ,M,unknown,unknown,unknown,unknown,G,"""http://facebook.com/KilledByPolice/posts/1110047512356718""","""http://www.sbsun.com/general-news/20150910/man-shot-killed-by-fontana-police-officer"""
839,"September 10, 2015",NY,M/A,M,A,Tian Ma,,31,G,"""http://facebook.com/KilledByPolice/posts/1110044589023677""","""http://www.watertowndailytimes.com/news05/woman-stabbed-to-death-at-potsdam-home-police-shoot-and-kill-attacker-video-20150910?"""
838,"September 9, 2015",AK,M/I,M,I,Vincent Perdue,"""http://www.killedbypolice.net/victims/150823.jpg""",33,G,"""http://facebook.com/KilledByPolice/posts/1109684682393001""","""http://www.newsminer.com/news/local_news/one-dead-one-injured-in-shootout-with-alaska-state-troopers/article_07fe5ee6-571c-11e5-a954-9ba5bccce9fe.html"""
837,"September 9, 2015",MO,M/B,M,B,Tyrone L. Holman,,37,G,"""http://facebook.com/KilledByPolice/posts/1109669259061210""","""http://www.kctv5.com/story/29991055/police-surround-home-after-armed-wanted-man-refuses-to-come-out"""
836,"September 9, 2015",WI,M/W,M,W,Dustin M. Kuik,"""http://www.killedbypolice.net/victims/150821.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1109158649112271""","""http://wbay.com/2015/09/09/police-investigation-outside-ashwaubenon-hotel/"""
835,"September 7, 2015",TN,M/W,M,W,Gunner Wayne Page,"""http://www.killedbypolice.net/victims/2753.jpg""",3mo.,R,"""http://facebook.com/KilledByPolice/posts/1117758644918938""","""http://wreg.com/2015/09/24/paris-police-officer-charged-for-murdering-his-own-son/"""
834,"September 7, 2015",MI,M/B,M,B,Wayne L. Wheeler,"""http://www.killedbypolice.net/victims/150820.jpg""",41,R,"""http://facebook.com/KilledByPolice/posts/1108554612506008""","""http://www.clickondetroit.com/news/offduty-lathrup-village-officer-allegedly-kills-man-in-fight-on-detroits-west-side/35149720"""
833,"September 7, 2015",CA,M/I,M,I,Casimero Carlos Casillas,"""http://www.killedbypolice.net/victims/150819.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1108540292507440""","""http://www.fresnobee.com/news/local/crime/article34319922.html"""
832,"September 7, 2015",NM,M/W,M,W,William Verrett,"""http://www.killedbypolice.net/victims/150818.jpg""",42,G,"""http://facebook.com/KilledByPolice/posts/1108324205862382""","""http://www.kob.com/article/stories/s3899649.shtml#.Ve4d0igViko"""
831,"September 6, 2015",NE,M/W,M,W,Patrick D. Ennis,"""http://www.killedbypolice.net/victims/150817.jpg""",50,R,"""http://facebook.com/KilledByPolice/posts/1108055422555927""","""http://www.omaha.com/news/metro/man-who-had-trouble-breathing-while-being-arrested-has-died/article_6868fb7c-54f8-11e5-bf00-0f25174cd9cb.html"""
830,"September 6, 2015",NM,M/L,M,L,Ben A. C de Baca,"""http://www.killedbypolice.net/victims/150816.jpg""",45,R,"""http://facebook.com/KilledByPolice/posts/1108060622555407""","""http://www.koat.com/news/disturbance-at-walmart-ends-with-man-dying-in-police-custody/35138362"""
829,"September 6, 2015",LA,M/O,M,O,Mohamed Ibrahim,"""http://www.killedbypolice.net/victims/150815.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1107823379245798""","""http://www.fox8live.com/story/29970530/manhunt-over-in-shreveport-suspect-killed"""
