number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text 
920,"October 30, 2014",CA,M/W,M,W,Roger Shipton,,49,G,"""http://facebook.com/KilledByPolice/posts/926114620750009""","""http://www.dailyrepublic.com/news/crimecourts/man-dies-in-suisun-city-officer-involved-shooting/"""
919,"October 29, 2014",LA,M/W,M,W,Robert Vercher,"""http://www.killedbypolice.net/victims/140913.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/925892077438930""","""http://www.ksla.com/story/27157953/one-person-injured-in-officer-involved-shooting-in-natchitoches"""
918,"October 28, 2014",NY,M/W,M,W,Derek D. Prindle,"""http://www.killedbypolice.net/victims/140912.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/925913234103481""","""http://centralny.twcnews.com/content/news/780974/mother-of-bainbridge-shooting-victim-speaks-out/"""
917,"October 28, 2014",KY,M/W,M,W,William Chad Mattingly,"""http://www.killedbypolice.net/victims/140911.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/925480774146727""","""http://www.wdrb.com/story/27147618/metrosafe-lmpd-on-scene-of-officer-involved-shooting-in-southwest-louisville"""
916,"October 28, 2014",VA,M/W,M,W,Richard Thomas Bergeron,"""http://www.killedbypolice.net/victims/140910.jpg""",37,G,"""http://facebook.com/KilledByPolice/posts/925406540820817""","""http://www.wdbj7.com/news/local/lynchburg-bedford/deputy-involved-in-bedford-county-shooting/29390802"""
915,"October 28, 2014",AZ,M/L,M,L,Angel Frescas,"""http://www.killedbypolice.net/victims/140909.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/925396274155177""","""http://www.azcentral.com/story/news/local/phoenix/2014/10/28/sheriffs-detention-officer-shooting/18047785/"""
914,"October 28, 2014",NM,M/W,M,W,Jeremy Martin,"""http://www.killedbypolice.net/victims/140908.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/925280114166793""","""http://krqe.com/2014/10/28/2-deputies-involved-in-shooting-1-dead/"""
913,"October 28, 2014",NC,M/B,M,B,Christopher Mason McCray,"""http://www.killedbypolice.net/victims/140907.jpg""",17,V,"""http://facebook.com/KilledByPolice/posts/925259787502159""","""http://www.newsobserver.com/2014/10/28/4270642_teen-killed-by-ncshp-cruiser-in.html?rh=1"""
912,"October 28, 2014",FL,M/B,M,B,Kaldrick Donald,"""http://www.killedbypolice.net/victims/140906.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/925248557503282""","""http://www.wctv.tv/news/floridanews/headlines/Man-Shot-Killed-by-Gretna-Police-Officer-280660612.html"""
911,"October 27, 2014",CA,M/L,M,L,Oscar Ramirez,"""http://www.killedbypolice.net/victims/140905.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/925173327510805""","""http://www.latimes.com/local/lanow/la-me-ln-deputy-shoots-man-in-paramount-20141027-story.html"""
910,"October 27, 2014",FL,M/W,M,W,Daniel Mark Tyson,"""http://www.killedbypolice.net/victims/140904.jpg""",30,T,"""http://facebook.com/KilledByPolice/posts/924803547547783""","""http://www.nbcmiami.com/news/local/Man-Dies-in-Altercation-with-Hollywood-Police-280576372.html"""
909,"October 27, 2014",NC,M/W,M,W,Adam Daniel Lopp,"""http://www.killedbypolice.net/victims/140903.jpg""",41,G,"""http://facebook.com/KilledByPolice/posts/924717977556340""","""http://www.wsoctv.com/news/news/local/troopers-investigate-officer-involved-shooting-i-4/nhsfG/"""
908,"October 27, 2014",FL,M/W,M,W,John Wesley Helvie,"""http://www.killedbypolice.net/victims/140902.jpg""",44,G,"""http://facebook.com/KilledByPolice/posts/924691467558991""","""http://www.wsvn.com/story/27025232/1-dead-in-hialeah-police-involved-shooting"""
907,"October 26, 2014",NY,M/W,M,W,Joseph Priolo,,29,G,"""http://facebook.com/KilledByPolice/posts/924024814292323""","""http://www.nbcnewyork.com/news/local/NYPD-Police-Shoot-Man-Who-Came-at-Officers-with-Knife-Kissena-Boulevard-280457662.html"""
906,"October 26, 2014",KS,M/W,M,W,Jeffrey Holden,"""http://www.killedbypolice.net/victims/140900.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/923966654298139""","""http://www.kake.com/home/headlines/Gun-Fire-Erupts-as-Officers-Approach-Shooting-Suspect-280450712.html"""
905,"October 25, 2014",NC,F/B,F,B,Florence White,,51,V,"""http://facebook.com/KilledByPolice/posts/923909270970544""","""http://www.wfmynews2.com/story/news/local/2014/10/25/pedestrian-dies-killed-after-being-hit-deputy/17900231/"""
904,"October 25, 2014",CA,M/W,M,W,Daniel Walsh,,27,G,"""http://facebook.com/KilledByPolice/posts/923833864311418""","""http://ktla.com/2014/10/25/armed-man-fatally-shot-by-officer-in-huntington-beach-police-say/"""
903,"October 25, 2014",UT,M/L,M,L,Luis Quintana,"""http://www.killedbypolice.net/victims/140897.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/923828187645319""","""http://www.sltrib.com/news/1746050-155/police-shooting-twitter-com-involved-lake"""
902,"October 25, 2014",IL,M/B,M,B,Craig Hall,,29,G,"""http://facebook.com/KilledByPolice/posts/923608581000613""","""http://chicagosuntimes.com/crime/male-shot-by-police-in-maywood/"""
901,"October 25, 2014",AR,M/W,M,W,Bobby Shane Patrick,"""http://www.killedbypolice.net/victims/140895.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/923449297683208""","""http://www.thv11.com/story/news/local/2014/10/25/arkansas-state-police-involved-in-deadly-shooting/17901827/"""
900,"October 24, 2014",PA,M/W,M,W,Richard Scheuermann III,"""http://www.killedbypolice.net/victims/140894.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/949223061772498""","""http://www.mcall.com/news/breaking/mc-easton-police-shooting-investigation-slit-throat-20141210-story.html"""
899,"October 24, 2014",LA,M/W,M,W,Shaun Wilson Ramo,"""http://www.killedbypolice.net/victims/140893.jpg""",36,G,"""http://facebook.com/KilledByPolice/posts/923361814358623""","""http://www.nola.com/crime/baton-rouge/index.ssf/2014/10/man_fatally_shot_by_iberville.html"""
898,"October 24, 2014",NV,M/A,M,A,Phia Vang,,25,G,"""http://facebook.com/KilledByPolice/posts/923088407719297""","""http://www.8newsnow.com/story/26880200/california-police-chase-ends-near-jean"""
897,"October 24, 2014",AZ,M/L,M,L,Edgar Amaro López,,23,G,"""http://facebook.com/KilledByPolice/posts/923085477719590""","""http://www.azcentral.com/story/news/local/arizona/2014/10/24/border-patrol-shootout-tohono-oodham/17862439/"""
896,"October 24, 2014",NC,M  ,M,unknown,Brian Burch,,38,G,"""http://facebook.com/KilledByPolice/posts/923004197727718""","""http://www.fayobserver.com/news/local/man-shot-killed-when-cumberland-county-deputies-try-to-serve/article_f253b5ae-7298-5362-8caf-84520ea48f26.html"""
895,"October 24, 2014",MA,M/L,M,L,Luis Roman,"""http://www.killedbypolice.net/victims/140889.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/922936224401182""","""http://www.bostonglobe.com/metro/2014/10/24/new-bedford-man-shot-death-dartmouth-police-after-allegedly-firing-officers/fYjJAyeIaGkuDKSlWAyy8H/story.html"""
894,"October 24, 2014",FL,M/W,M,W,Trevor Silvia,"""http://www.killedbypolice.net/victims/140888.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/922891887738949""","""http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2014/10/24/man_shot_to_death_by.html"""
893,"October 23, 2014",FL,M/B,M,B,John C. Carr,"""http://www.killedbypolice.net/victims/2158.jpg""",20,G,"""http://facebook.com/KilledByPolice/posts/1016826898345447""","""http://www.wtsp.com/story/news/local/2014/10/12/tampa-officer-involved-shooting-armed-robbery/17147551/"""
892,"October 23, 2014",AZ,M/L,M,L,Jeremy Bustos,"""http://www.killedbypolice.net/victims/140887.jpg""",43,G,"""http://facebook.com/KilledByPolice/posts/922538551107616""","""http://www.azfamily.com/news/Police-shoot-man-following-pursuit-of-stolen-vehicle-in-Avondale-280203532.html"""
891,"October 23, 2014",NY,M/B,M,B,Zale Thompson,"""http://www.killedbypolice.net/victims/140886.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/922486377779500""","""http://newyork.cbslocal.com/2014/10/23/police-officer-injured-suspect-shot-in-queens/"""
890,"October 23, 2014",MD,M/B,M,B,Michael Ricardo Minor,"""http://www.killedbypolice.net/victims/140885.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/922463821115089""","""http://www.wusa9.com/story/news/local/suitland/2014/10/23/suspect-shot-sheriffs-deputy-suitland/17761761/"""
889,"October 23, 2014",IL,M/W,M,W,Richard Hester,"""http://www.killedbypolice.net/victims/140884.jpg""",30,V,"""http://facebook.com/KilledByPolice/posts/922455087782629""","""http://www.kmov.com/news/local/Officer-injured-in-late-night-car-crash--280166812.html"""
888,"October 22, 2014",TX,M/L,M,L,Cesar Javier Cepeda,"""http://www.killedbypolice.net/victims/140883.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/922344884460316""","""http://www.themonitor.com/news/local/lawmen-shoot-and-kill-suspect-in-brownsville/article_14271990-5a58-11e4-a692-0017a43b2370.html"""
887,"October 22, 2014",FL,M/L,M,L,Ricardo de Jesus Barrera,,54,G,"""http://facebook.com/KilledByPolice/posts/921947391166732""","""http://www.ocala.com/article/20141022/ARTICLES/141029888?Title=Double-homicide-suspect-has-died-at-Shands"""
886,"October 21, 2014",UT,M/L,M,L,Jose Calzada,,35,G,"""http://facebook.com/KilledByPolice/posts/921555167872621""","""http://www.ksl.com/?sid=32046464&nid=148&fm=most_popular&s_cid=popular-1"""
885,"October 20, 2014",IL,M/B,M,B,Laquan McDonald,"""http://www.killedbypolice.net/victims/140880.jpg""",17,G,"""http://facebook.com/KilledByPolice/posts/921318744562930""","""http://breakingnews.suntimes.com/crime/person-shot-by-police-on-southwest-side/"""
884,"October 20, 2014",VA,M  ,M,unknown,Gary E. Lee,,54,G,"""http://facebook.com/KilledByPolice/posts/920956827932455""","""http://www.timesdispatch.com/news/local/crime/man-fatally-shot-during-encounter-with-hopewell-police/article_a48f07c7-198d-5135-9163-02baab032a15.html"""
883,"October 20, 2014",TX,M/L,M,L,Julian Magdaleno,"""http://www.killedbypolice.net/victims/140878.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/920803051281166""","""http://www.kwtx.com/home/headlines/279754612.html"""
882,"October 20, 2014",TX,M/L,M,L,Marco Antonio Perez,,22,G,"""http://facebook.com/KilledByPolice/posts/920790377949100""","""http://www.kvia.com/news/officer-involved-shooting/29229378"""
881,"October 18, 2014",MS,M/W,M,W,Tim Rook,"""http://www.killedbypolice.net/victims/140876.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/920199864674818""","""http://www.wmcactionnews5.com/story/26821428/southaven-shooting-injures-one-police-investigate"""
880,"October 18, 2014",IN,M/B,M,B,Terrell Lucas,,22,G,"""http://facebook.com/KilledByPolice/posts/920197541341717""","""http://www.theindychannel.com/news/local-news/impd-officer-shoots-suspect-during-alleged-gamestop-robbery"""
879,"October 18, 2014",OH,M/B,M,B,Ronnie D. McNary,"""http://www.killedbypolice.net/victims/140874.jpg""",44,G,"""http://facebook.com/KilledByPolice/posts/919793154715489""","""http://www.cleveland.com/lyndhurst-south-euclid/index.ssf/2014/10/south_euclid_officer_fatally_s.html"""
878,"October 17, 2014",AL,M/B,M,B,Adam Ardett Madison,"""http://www.killedbypolice.net/victims/140873.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/919382784756526""","""http://www.njeffersonnews.com/news/article_ad99747a-5647-11e4-8be9-131e4675a059.html"""
877,"October 17, 2014",AZ,M/W,M,W,Harvey Mullenax,"""http://www.killedbypolice.net/victims/140872.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/919267318101406""","""http://verdenews.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=62825"""
876,"October 16, 2014",VA,M/W,M,W,Dennis G. Hoke,"""http://www.killedbypolice.net/victims/140871.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/919058914788913""","""http://www.roanoke.com/news/crime/one-person-dead-following-officer-involved-shooting-in-augusta-county/article_efa66fe0-1d37-5c22-80c3-5e62b17e277d.html"""
875,"October 15, 2014",CT,M/A,M,A,Ye Hua Jian,,34,G,"""http://facebook.com/KilledByPolice/posts/918249361536535""","""http://wtvr.com/2014/10/15/connecticut-state-trooper-kills-knife-wielding-man-aboard-tour-bus-on-interstate-95/"""
874,"October 14, 2014",TX,M/L,M,L,Johnny Joseph Martinez,,36,G,"""http://facebook.com/KilledByPolice/posts/917869544907850""","""http://amarillo.com/news/local-news/2014-10-14/texas-rangers-investigating-dalhart-police-shooting"""
873,"October 13, 2014",OK,M/W,M,W,Freddie Cooper Jr.,"""http://www.killedbypolice.net/victims/140868.jpg""",36,G,"""http://facebook.com/KilledByPolice/posts/917378304956974""","""http://swtimes.com/news/leflore-county-sheriff-says-armed-man-shot-death-deputy"""
872,"October 13, 2014",TX,M/W,M,W,Jerry Leon Hermes,"""http://www.killedbypolice.net/victims/140867.jpg""",Jr.,G,"""http://facebook.com/KilledByPolice/posts/917311114963693""","""http://www.mysanantonio.com/news/local/article/New-Braunfels-police-on-hunt-for-murder-suspect-5819823.php"""
871,"October 13, 2014(870",TN,M/WF/W,M,WF,Danny Floyd,"""http://www.killedbypolice.net/victims/140866.jpg""",63Michelle D. Sloyan,VV,"""http://facebook.com/KilledByPolice/posts/917095974985207""","""http://www.wmcactionnews5.com/story/26767055/bartlett-police-cruiser-involved-in-car-crash"""
869,"October 13, 2014",TX,M/L,M,L,Macario Cisneros Garcia,"""http://www.killedbypolice.net/victims/140864.jpg""",54,T,"""http://facebook.com/KilledByPolice/posts/917058108322327""","""http://www.ksat.com/content/pns/ksat/news/2014/10/13/man-dies-after-altercation-with-deputy-in-atascosa-county.html"""
868,"October 12, 2014",ME,M/W,M,W,Alan Gillotti Sr.,"""http://www.killedbypolice.net/victims/140863.jpg""",52,G,"""http://facebook.com/KilledByPolice/posts/916775621683909""","""http://www.pressherald.com/2014/10/12/state-trooper-shoots-kills-aroostook-county-man/"""
867,"October 12, 2014",CO,M/I,M,I,Jack Jacquez Jr.,"""http://www.killedbypolice.net/victims/140862.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/916733055021499""","""http://www.thedenverchannel.com/news/local-news/report-1-dead-in-rocky-ford-shooting-involving-police-officer"""
866,"October 12, 2014",IL,M/B,M,B,Ronald Johnson,"""http://www.killedbypolice.net/victims/140861.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/916394735055331""","""http://breakingnews.suntimes.com/crime/police-involved-shooting-reported-in-washington-park/"""
865,"October 11, 2014",MO,M  ,M,unknown,Shannon P. Bryant,,40,G,"""http://facebook.com/KilledByPolice/posts/916392161722255""","""http://www.kctv5.com/story/26764751/officer-involved-shooting-leaves-one-dead"""
864,"October 11, 2014",TX,M  ,M,unknown,Joseph Elliott,,33,G,"""http://facebook.com/KilledByPolice/posts/916022598425878""","""http://www.star-telegram.com/2014/10/11/6193206/man-fatally-shot-by-fort-worth.html"""
863,"October 11, 2014(862",OH,M/BM/B,M,BM,Elisha Glass,"""http://www.killedbypolice.net/victims/140858.jpg""","20</a><a href=""http://www.killedbypolice.net/victims/140857.jpg"">Qusean Whitten",GG,"""http://facebook.com/KilledByPolice/posts/915638431797628""","""http://www.myfox28columbus.com/news/features/top-stories/stories/Names-of-Suspects-Killed-in-Police-Involved-Shooting-Released-50024.shtml#.VDsqNZ6JOuY"""
861,"October 10, 2014",AZ,M/W,M,W,Frank R. Kerr,"""http://www.killedbypolice.net/victims/140856.jpg""",40,G,"""http://facebook.com/KilledByPolice/posts/914968828531255""","""http://www.kvoa.com/news/officer-involved-shooting-leaves-one-man-dead-100794/"""
860,"October 10, 2014",MN,M/W,M,W,William Thomas Holt,"""http://www.killedbypolice.net/victims/140855.jpg""",51,G,"""http://facebook.com/KilledByPolice/posts/914962261865245""","""http://www.startribune.com/local/278772231.html"""
859,"October 9, 2014",GA,M/B,M,B,Ahaviel Whitfield,"""http://www.killedbypolice.net/victims/140854.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/914526605242144""","""http://www.myfoxatlanta.com/story/26751587/police-off-duty-officer-shoots-carjacking-suspect"""
858,"October 9, 2014",MO,M/PI,M,PI,"Ymauo ""Edwin"" Erwin",,41,G,"""http://facebook.com/KilledByPolice/posts/914011071960364""","""http://www.kshb.com/news/crime/suspect-armed-with-sword-shot-and-killed-by-officer-in-kcmo"""
857,"October 8, 2014",AL,M/B,M,B,Reginald Owens,,34,G,"""http://facebook.com/KilledByPolice/posts/913845465310258""","""http://www.al.com/news/huntsville/index.ssf/2014/10/officer-involved_shooting_at_m.html"""
856,"October 8, 2014",MO,M/B,M,B,VonDerrit Myers Jr.,"""http://www.killedbypolice.net/victims/140851.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/913791681982303""","""http://www.ksdk.com/story/news/crime/2014/10/08/officer-involved-shooting-in-south-st-louis/16948783/"""
855,"October 8, 2014",OK,M  ,M,unknown,Jason E. Rogers,,35,G,"""http://facebook.com/KilledByPolice/posts/913672691994202""","""http://www.tulsaworld.com/news/crimewatch/police-investigating-fatal-officer-involved-shooting-in-east-tulsa/article_d3cef78c-aac2-5479-b82c-e8761af58b83.html"""
854,"October 8, 2014",NJ,M/L,M,L,Miguel Reyes,,20,G,"""http://facebook.com/KilledByPolice/posts/913435848684553""","""http://www.nj.com/bergen/index.ssf/2014/10/update_one_dead_after_paramus_officer_shoots_at_burglary_suspects_prosecutor_says.html"""
853,"October 8, 2014",CA,M/B,M,B,O’Shaine Evans,"""http://www.killedbypolice.net/victims/140848.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/913425558685582""","""http://www.mercurynews.com/ci_26685913/san-francisco-one-dead-one-injured-after-officer"""
852,"October 7, 2014",NV,M/B,M,B,Aljarreau Cross,"""http://www.killedbypolice.net/victims/140847.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/913427738685364""","""http://www.lasvegassun.com/news/2014/oct/07/1-dead-officer-involved-shooting-north-las-vegas/"""
851,"October 7, 2014",TX,F/B,F,B,Iretha Lilly,"""http://www.killedbypolice.net/victims/140846.jpg""",37,T,"""http://facebook.com/KilledByPolice/posts/912775462083925""","""http://www.wacotrib.com/news/courts_and_trials/woman-dies-in-mclennan-county-jail/article_295a2448-47f5-565b-b08b-7d0104877301.html"""
850,"October 7, 2014",TX,M/L,M,L,Armondo Ochoa,,36,G,"""http://facebook.com/KilledByPolice/posts/912658848762253""","""http://www.khou.com/story/news/crime/2014/10/07/swat-fatally-shoots-man-accused-of-abducting-estranged-wife/16845835/"""
849,"October 6, 2014",AZ,M/B,M,B,Balantine Mbegbu,"""http://www.killedbypolice.net/victims/140844.jpg""",65,T,"""http://facebook.com/KilledByPolice/posts/918439081517563""","""http://www.azcentral.com/story/news/local/phoenix/2014/10/15/phoenix-police-taser-death-abrk/17321969/"""
848,"October 5, 2014",CO,M/L,M,L,Tino Martinez,"""http://www.killedbypolice.net/victims/140843.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/911721842189287""","""http://www.denverpost.com/news/ci_26668871/fort-collins-police-officer-involved-shooting"""
847,"October 5, 2014",DC,M/B,M,B,Michael Abney,,36,G,"""http://facebook.com/KilledByPolice/posts/911542962207175""","""http://www.wjla.com/articles/2014/10/man-with-handgun-shot-killed-as-officers-serve-warrant-in-southeast-d-c--107804.html"""
846,"October 4, 2014",CA,M/L,M,L,Johnny Martinez,"""http://www.killedbypolice.net/victims/140841.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/911350912226380""","""http://losangeles.cbslocal.com/2014/10/04/suspect-injured-during-deputy-involved-shooting-in-los-angeles/"""
845,"October 4, 2014",CT,M/B,M,B,Lashano J. Gilbert,"""http://www.killedbypolice.net/victims/140840.jpg""",31,TRC,"""http://facebook.com/KilledByPolice/posts/910992132262258""","""http://www.theday.com/article/20141004/NWS04/141009828"""
844,"October 3, 2014",AZ,M/W,M,W,Michael Daryle Rose,"""http://www.killedbypolice.net/victims/140839.jpg""",49,T,"""http://facebook.com/KilledByPolice/posts/910810255613779""","""http://azdailysun.com/news/local/crime-and-courts/agitated-man-tasered-then-dies-while-being-booked-into-jail/article_27fac382-ad99-5014-bdb1-dc3a75d55719.html"""
843,"October 3, 2014",NY,M/W,M,W,Denis Volchkin,"""http://www.killedbypolice.net/victims/140838.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/910668458961292""","""http://newyork.cbslocal.com/2014/10/03/police-officers-shoot-knife-wielding-man-allegedly-quarreling-with-mother-in-brooklyn/"""
842,"October 3, 2014",CA,M/B,M,B,Carl Gerard Blossomgame,,48,G,"""http://facebook.com/KilledByPolice/posts/910113405683464""","""http://www.sbsun.com/general-news/20141003/san-bernardino-police-officers-shoot-and-kill-man-overnight"""
841,"October 2, 2014",GA,M/B,M,B,Miguel Benton,"""http://www.killedbypolice.net/victims/140836.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/910097569018381""","""http://www.ajc.com/news/news/local/two-shot-at-dekalb-court/nhbFh/?icmp=ajc_internallink_textlink_homepage"""
840,"October 2, 2014",KY,F/B,F,B,Tracy A. Wade,"""http://www.killedbypolice.net/victims/140835.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/909748015720003""","""http://www.wave3.com/story/26688229/woman-shot-by-police-at-conclusion-of-standoff-dies-identity-released"""
839,"October 2, 2014",VA,M  ,M,unknown,Larry Allen Miller,,69,G,"""http://facebook.com/KilledByPolice/posts/909604132401058""","""http://www.wdbj7.com/news/local/new-river-valley/large-police-presence-in-stafford-drive-area-of-christiansburg/28371828"""
838,"October 1, 2014",FL,F/B,F,B,Latandra Ellington,"""http://www.killedbypolice.net/victims/140833.jpg""",36,R,"""http://facebook.com/KilledByPolice/posts/913594318668706""","""http://www.miamiherald.com/news/state/florida/article2564576.html"""
837,"October 1, 2014",PA,M/W,M,W,David Kedra,"""http://www.killedbypolice.net/victims/140832.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/909725332388938""","""http://www.nbcphiladelphia.com/news/local/Pennsylvania-State-Trooper-Accidentally-Shot-Killed-by-Another-Trooper-at-Suburban-Philadelphia-Gun-Range-277804181.html"""
836,"October 1, 2014",CA,M/L,M,L,Rafael Mejia,,33,G,"""http://facebook.com/KilledByPolice/posts/909557605739044""","""http://www.sbsun.com/general-news/20141001/suspect-hostage-killed-in-highland-standoff-child-hostages-freed"""
835,"October 1, 2014",NY,M/L,M,L,Rafael Laureano,"""http://www.killedbypolice.net/victims/140830.jpg""",51,G,"""http://facebook.com/KilledByPolice/posts/909197129108425""","""http://www.newsday.com/news/new-york/medical-examiner-nypd-officer-shot-man-as-he-protected-his-girlfriend-from-attacker-in-brooklyn-1.9455894"""
834,"October 1, 2014",TX,M/W,M,W,,,34,G,"""http://facebook.com/KilledByPolice/posts/909011905793614""","""http://www.click2houston.com/news/authorities-on-scene-of-shooting-in-southeast-houston/28352082"""
833,"October 1, 2014",WY,M/W,M,W,Randall Williams,"""http://www.killedbypolice.net/victims/140828.jpg""",40,G,"""http://facebook.com/KilledByPolice/posts/909008269127311""","""http://trib.com/news/local/casper/update-man-shot-in-officer-involved-shooting-in-east-casper/article_3c737384-4938-11e4-96ef-87d25facec6b.html"""
832,"September 30, 2014",GA,M/B,M,B,Javonta Darden,"""http://www.killedbypolice.net/victims/140827.jpg""",20,G,"""http://facebook.com/KilledByPolice/posts/909200352441436""","""http://onlineathens.com/local-news/2014-09-30/atf-agent-shot-suspect-killed-drug-investigation-east-athens"""
831,"September 30, 2014",FL,M/B,M,B,Marlon S. Woodstock,"""http://www.killedbypolice.net/victims/140826.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/908584619169676""","""http://www.wsvn.com/story/26665732/police-involved-shooting-at-sunrise-drugstore"""
830,"September 30, 2014",TX,M/W,M,W,,,32,G,"""http://facebook.com/KilledByPolice/posts/908499555844849""","""http://www.houstonchronicle.com/news/houston-texas/houston/article/HPD-Officer-kills-man-who-threatened-partner-5792090.php#/0"""
829,"September 29, 2014",NY,M/L,M,L,Francisco Carvajal,,47,G,"""http://facebook.com/KilledByPolice/posts/908223325872472""","""http://www.nydailynews.com/new-york/nyc-crime/woman-boyfriend-die-bloody-encounter-brooklyn-article-1.1957893"""
828,"September 28, 2014",IA,M  ,M,unknown,Scott Trimble,,26,V,"""http://facebook.com/KilledByPolice/posts/907958975898907""","""http://kimt.com/2014/09/29/trooper-iowa-man-dies-during-police-chase/"""
827,"September 28, 2014",TX,M/B,M,B,Oliver Jarrod Gregoire,"""http://www.killedbypolice.net/victims/140822.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/907806309247507""","""http://www.chron.com/news/houston-texas/houston/article/Unarmed-Baytown-man-dies-after-being-Tased-twice-5787109.php"""
826,"September 28, 2014",CA,F/W,F,W,Nancy Joyce Garrett,"""http://www.killedbypolice.net/victims/140821.jpg""",68,V,"""http://facebook.com/KilledByPolice/posts/907804855914319""","""http://www.turnto23.com/news/local-news/1-dead-after-kern-county-sheriffs-deputy-and-vehicle-crash-at-china-grade-loop-north-chester-ave"""
825,"September 28, 2014",FL,M  ,M,unknown,unknown,unknown,unknown,G,"""http://facebook.com/KilledByPolice/posts/907707055924099""","""http://www.miamiherald.com/news/local/community/miami-dade/homestead/article2289540.html"""
824,"September 27, 2014",MO,M/B,M,B,Eugene Williams,"""http://www.killedbypolice.net/victims/140819.jpg""",38,T,"""http://facebook.com/KilledByPolice/posts/909800002381471""","""http://fox4kc.com/2014/10/02/woman-who-witnessed-man-get-tased-by-police-speaks-out/"""
823,"September 27, 2014",ME,M/W,M,W,Shad Gerken,"""http://www.killedbypolice.net/victims/140818.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/907210645973740""","""http://www.pressherald.com/2014/09/27/maine-state-police-shoot-kill-knife-wielding-man/"""
822,"September 27, 2014",TN,M/W,M,W,Dillon C. McGee,"""http://www.killedbypolice.net/victims/140817.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/907186099309528""","""http://www.wbbjtv.com/news/local/UPDATE-TBI-investigating-Deputy-involved-shooting-277318201.html"""
821,"September 26, 2014",MN,M  ,M,unknown,,,49,T,"""http://facebook.com/KilledByPolice/posts/912679615426843""","""http://www.twincities.com/localnews/ci_26675527/hermantown-man-dies-after-police-use-taser"""
820,"September 26, 2014",OH,M/W,M,W,Cody Dempsey,"""http://www.killedbypolice.net/victims/140815.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/906658722695599""","""http://wkbn.com/2014/09/26/police-and-suspect-exchange-gunfire-along-route-11/"""
819,"September 26, 2014",TX,M/W,M,W,Steven Paul Presley,,34,G,"""http://facebook.com/KilledByPolice/posts/906497782711693""","""https://www.eparisextra.com/911/92453/officer-involved-shooting"""
818,"September 25, 2014",GA,M/W,M,W,David Hooks,"""http://www.killedbypolice.net/victims/140813.jpg""",59,G,"""http://facebook.com/KilledByPolice/posts/906136659414472""","""http://www.macon.com/2014/09/25/3326364_gbi-investigating-laurens-deputy.html?&rh=1"""
817,"September 25, 2014",CA,M/L,M,L,Giovany Contreras Sandoval,,34,G,"""http://facebook.com/KilledByPolice/posts/906084082753063""","""http://www.sfgate.com/crime/article/Officer-involved-shooting-in-S-F-after-chase-5780060.php"""
816,"September 24, 2014",LA,M/W,M,W,Jacob A. Navarre,"""http://www.killedbypolice.net/victims/140811.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/905858632775608""","""http://www.beauregarddailynews.net/article/20140924/NEWS/140929826"""
815,"September 24, 2014",WA,M/W,M,W,Matthew L. Stoddard,"""http://www.killedbypolice.net/victims/140810.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/905736859454452""","""http://www.tri-cityherald.com/2014/09/24/3168462/man-shot-killed-by-police-after.html"""
